token,tokenId,amount,price,currency,blockTimestamp,timestamp,datetime,price_eth
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3755,1,50000000000000000,0x0000000000000000000000000000000000000000,1743670259,1743670259,2025-04-03 08:50:59,0.05
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,927,1,44000000000000000,0x0000000000000000000000000000000000000000,1743670199,1743670199,2025-04-03 08:49:59,0.044
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1000,1,53000000000000000,0x0000000000000000000000000000000000000000,1742805395,1742805395,2025-03-24 08:36:35,0.053
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,922,1,50000000000000000,0x0000000000000000000000000000000000000000,1742528135,1742528135,2025-03-21 03:35:35,0.05
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6989,1,45000000000000000,0x0000000000000000000000000000000000000000,1741833599,1741833599,2025-03-13 02:39:59,0.045
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1944,1,49000000000000000,0x0000000000000000000000000000000000000000,1741833575,1741833575,2025-03-13 02:39:35,0.049
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4565,1,69000000000000000,0x0000000000000000000000000000000000000000,1741833539,1741833539,2025-03-13 02:38:59,0.069
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9766,1,43000000000000000,0x0000000000000000000000000000000000000000,1741687367,1741687367,2025-03-11 10:02:47,0.043
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9689,1,43000000000000000,0x0000000000000000000000000000000000000000,1741687343,1741687343,2025-03-11 10:02:23,0.043
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2341,1,43000000000000000,0x0000000000000000000000000000000000000000,1741687295,1741687295,2025-03-11 10:01:35,0.043
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2942,1,43000000000000000,0x0000000000000000000000000000000000000000,1741687259,1741687259,2025-03-11 10:00:59,0.043
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7529,1,42000000000000000,0x0000000000000000000000000000000000000000,1741687247,1741687247,2025-03-11 10:00:47,0.042
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3668,1,42000000000000000,0x0000000000000000000000000000000000000000,1741678271,1741678271,2025-03-11 07:31:11,0.042
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2151,1,43000000000000000,0x0000000000000000000000000000000000000000,1741678151,1741678151,2025-03-11 07:29:11,0.043
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,67,1,43000000000000000,0x0000000000000000000000000000000000000000,1741678043,1741678043,2025-03-11 07:27:23,0.043
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6229,1,42000000000000000,0x0000000000000000000000000000000000000000,1741677971,1741677971,2025-03-11 07:26:11,0.042
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1331,1,42000000000000000,0x0000000000000000000000000000000000000000,1741677947,1741677947,2025-03-11 07:25:47,0.042
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2766,1,40000000000000000,0x0000000000000000000000000000000000000000,1741677911,1741677911,2025-03-11 07:25:11,0.04
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,346,1,39000000000000000,0x0000000000000000000000000000000000000000,1741677887,1741677887,2025-03-11 07:24:47,0.039
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6223,1,39000000000000000,0x0000000000000000000000000000000000000000,1741677839,1741677839,2025-03-11 07:23:59,0.039
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3914,1,39000000000000000,0x0000000000000000000000000000000000000000,1741037159,1741037159,2025-03-03 21:25:59,0.039
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5341,1,43000000000000000,0x0000000000000000000000000000000000000000,1739025119,1739025119,2025-02-08 14:31:59,0.043
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3147,1,43000000000000000,0x0000000000000000000000000000000000000000,1739025059,1739025059,2025-02-08 14:30:59,0.043
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4177,1,40000000000000000,0x0000000000000000000000000000000000000000,1739024999,1739024999,2025-02-08 14:29:59,0.04
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5929,1,39000000000000000,0x0000000000000000000000000000000000000000,1739024951,1739024951,2025-02-08 14:29:11,0.039
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6726,1,60000000000000000,0x0000000000000000000000000000000000000000,1739024903,1739024903,2025-02-08 14:28:23,0.06
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7529,1,38000000000000000,0x0000000000000000000000000000000000000000,1738676603,1738676603,2025-02-04 13:43:23,0.038
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,8142,1,38000000000000000,0x0000000000000000000000000000000000000000,1738307303,1738307303,2025-01-31 07:08:23,0.038
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4920,1,44000000000000000,0x0000000000000000000000000000000000000000,1738152539,1738152539,2025-01-29 12:08:59,0.044
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,305,1,45000000000000000,0x0000000000000000000000000000000000000000,1737946595,1737946595,2025-01-27 02:56:35,0.045
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,8360,1,44000000000000000,0x0000000000000000000000000000000000000000,1737945491,1737945491,2025-01-27 02:38:11,0.044
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3537,1,45000000000000000,0x0000000000000000000000000000000000000000,1737879839,1737879839,2025-01-26 08:23:59,0.045
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9690,1,45000000000000000,0x0000000000000000000000000000000000000000,1737879779,1737879779,2025-01-26 08:22:59,0.045
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4418,1,41000000000000000,0x0000000000000000000000000000000000000000,1737812387,1737812387,2025-01-25 13:39:47,0.041
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,751,1,41000000000000000,0x0000000000000000000000000000000000000000,1737812351,1737812351,2025-01-25 13:39:11,0.041
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7973,1,40000000000000000,0x0000000000000000000000000000000000000000,1737811991,1737811991,2025-01-25 13:33:11,0.04
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6169,1,40000000000000000,0x0000000000000000000000000000000000000000,1737804395,1737804395,2025-01-25 11:26:35,0.04
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5891,1,41000000000000000,0x0000000000000000000000000000000000000000,1737620963,1737620963,2025-01-23 08:29:23,0.041
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,694,1,41000000000000000,0x0000000000000000000000000000000000000000,1737620927,1737620927,2025-01-23 08:28:47,0.041
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3202,1,41000000000000000,0x0000000000000000000000000000000000000000,1737620903,1737620903,2025-01-23 08:28:23,0.041
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5497,1,40000000000000000,0x0000000000000000000000000000000000000000,1737587747,1737587747,2025-01-22 23:15:47,0.04
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7041,1,40000000000000000,0x0000000000000000000000000000000000000000,1736852399,1736852399,2025-01-14 10:59:59,0.04
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7184,1,60000000000000000,0x0000000000000000000000000000000000000000,1735876019,1735876019,2025-01-03 03:46:59,0.06
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5946,1,35000000000000000,0x0000000000000000000000000000000000000000,1735629491,1735629491,2024-12-31 07:18:11,0.035
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7253,1,48000000000000000,0x0000000000000000000000000000000000000000,1735439015,1735439015,2024-12-29 02:23:35,0.048
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9110,1,49000000000000000,0x0000000000000000000000000000000000000000,1735434995,1735434995,2024-12-29 01:16:35,0.049
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9562,1,48000000000000000,0x0000000000000000000000000000000000000000,1735351955,1735351955,2024-12-28 02:12:35,0.048
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1150,1,49000000000000000,0x0000000000000000000000000000000000000000,1735187723,1735187723,2024-12-26 04:35:23,0.049
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9342,1,48000000000000000,0x0000000000000000000000000000000000000000,1735087139,1735087139,2024-12-25 00:38:59,0.048
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7962,1,47000000000000000,0x0000000000000000000000000000000000000000,1735005731,1735005731,2024-12-24 02:02:11,0.047
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9630,1,47000000000000000,0x0000000000000000000000000000000000000000,1734913859,1734913859,2024-12-23 00:30:59,0.047
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6813,1,46000000000000000,0x0000000000000000000000000000000000000000,1734834071,1734834071,2024-12-22 02:21:11,0.046
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7776,1,48000000000000000,0x0000000000000000000000000000000000000000,1734742883,1734742883,2024-12-21 01:01:23,0.048
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3909,1,50000000000000000,0x0000000000000000000000000000000000000000,1734657611,1734657611,2024-12-20 01:20:11,0.05
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,603,1,50000000000000000,0x0000000000000000000000000000000000000000,1734657059,1734657059,2024-12-20 01:10:59,0.05
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7728,1,50000000000000000,0x0000000000000000000000000000000000000000,1734656999,1734656999,2024-12-20 01:09:59,0.05
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,8498,1,49000000000000000,0x0000000000000000000000000000000000000000,1734610043,1734610043,2024-12-19 12:07:23,0.049
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,8347,1,48000000000000000,0x0000000000000000000000000000000000000000,1734609971,1734609971,2024-12-19 12:06:11,0.048
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,8226,1,47000000000000000,0x0000000000000000000000000000000000000000,1734603155,1734603155,2024-12-19 10:12:35,0.047
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,8496,1,45000000000000000,0x0000000000000000000000000000000000000000,1734581039,1734581039,2024-12-19 04:03:59,0.045
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4848,1,45000000000000000,0x0000000000000000000000000000000000000000,1734501827,1734501827,2024-12-18 06:03:47,0.045
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,8884,1,48000000000000000,0x0000000000000000000000000000000000000000,1734486239,1734486239,2024-12-18 01:43:59,0.048
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6365,1,50000000000000000,0x0000000000000000000000000000000000000000,1734414875,1734414875,2024-12-17 05:54:35,0.05
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7438,1,50000000000000000,0x0000000000000000000000000000000000000000,1734414839,1734414839,2024-12-17 05:53:59,0.05
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7387,1,47000000000000000,0x0000000000000000000000000000000000000000,1734414791,1734414791,2024-12-17 05:53:11,0.047
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4847,1,47000000000000000,0x0000000000000000000000000000000000000000,1734414767,1734414767,2024-12-17 05:52:47,0.047
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5056,1,47000000000000000,0x0000000000000000000000000000000000000000,1734414743,1734414743,2024-12-17 05:52:23,0.047
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4849,1,47000000000000000,0x0000000000000000000000000000000000000000,1734414719,1734414719,2024-12-17 05:51:59,0.047
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4629,1,47000000000000000,0x0000000000000000000000000000000000000000,1734414695,1734414695,2024-12-17 05:51:35,0.047
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2049,1,43000000000000000,0x0000000000000000000000000000000000000000,1734361223,1734361223,2024-12-16 15:00:23,0.043
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2343,1,33000000000000000,0x0000000000000000000000000000000000000000,1734317855,1734317855,2024-12-16 02:57:35,0.033
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9604,1,42000000000000000,0x0000000000000000000000000000000000000000,1734279035,1734279035,2024-12-15 16:10:35,0.042
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9118,1,42000000000000000,0x0000000000000000000000000000000000000000,1734275423,1734275423,2024-12-15 15:10:23,0.042
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1394,1,42000000000000000,0x0000000000000000000000000000000000000000,1734189635,1734189635,2024-12-14 15:20:35,0.042
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1025,1,42000000000000000,0x0000000000000000000000000000000000000000,1734189059,1734189059,2024-12-14 15:10:59,0.042
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5790,1,42000000000000000,0x0000000000000000000000000000000000000000,1734143339,1734143339,2024-12-14 02:28:59,0.042
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9782,1,44000000000000000,0x0000000000000000000000000000000000000000,1734142283,1734142283,2024-12-14 02:11:23,0.044
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5331,1,44000000000000000,0x0000000000000000000000000000000000000000,1734142163,1734142163,2024-12-14 02:09:23,0.044
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5768,1,47000000000000000,0x0000000000000000000000000000000000000000,1733289059,1733289059,2024-12-04 05:10:59,0.047
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5265,1,45000000000000000,0x0000000000000000000000000000000000000000,1733288975,1733288975,2024-12-04 05:09:35,0.045
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7041,1,44000000000000000,0x0000000000000000000000000000000000000000,1733288915,1733288915,2024-12-04 05:08:35,0.044
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7037,1,43000000000000000,0x0000000000000000000000000000000000000000,1733288843,1733288843,2024-12-04 05:07:23,0.043
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1687,1,42000000000000000,0x0000000000000000000000000000000000000000,1733288111,1733288111,2024-12-04 04:55:11,0.042
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3824,1,41000000000000000,0x0000000000000000000000000000000000000000,1733288015,1733288015,2024-12-04 04:53:35,0.041
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1190,1,40000000000000000,0x0000000000000000000000000000000000000000,1733287955,1733287955,2024-12-04 04:52:35,0.04
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5266,1,39000000000000000,0x0000000000000000000000000000000000000000,1733287883,1733287883,2024-12-04 04:51:23,0.039
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7039,1,38000000000000000,0x0000000000000000000000000000000000000000,1733284367,1733284367,2024-12-04 03:52:47,0.038
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,8514,1,48000000000000000,0x0000000000000000000000000000000000000000,1732873259,1732873259,2024-11-29 09:40:59,0.048
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4769,1,45000000000000000,0x0000000000000000000000000000000000000000,1732860875,1732860875,2024-11-29 06:14:35,0.045
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6243,1,45000000000000000,0x0000000000000000000000000000000000000000,1732760579,1732760579,2024-11-28 02:22:59,0.045
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2292,1,42000000000000000,0x0000000000000000000000000000000000000000,1732494851,1732494851,2024-11-25 00:34:11,0.042
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4084,1,45000000000000000,0x0000000000000000000000000000000000000000,1732362299,1732362299,2024-11-23 11:44:59,0.045
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5993,1,85000000000000000,0x0000000000000000000000000000000000000000,1732179803,1732179803,2024-11-21 09:03:23,0.085
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4368,1,49000000000000000,0x0000000000000000000000000000000000000000,1732179755,1732179755,2024-11-21 09:02:35,0.049
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2127,1,49000000000000000,0x0000000000000000000000000000000000000000,1732175999,1732175999,2024-11-21 07:59:59,0.049
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2302,1,49000000000000000,0x0000000000000000000000000000000000000000,1731919535,1731919535,2024-11-18 08:45:35,0.049
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2644,1,46000000000000000,0x0000000000000000000000000000000000000000,1731905351,1731905351,2024-11-18 04:49:11,0.046
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9002,1,46000000000000000,0x0000000000000000000000000000000000000000,1731905315,1731905315,2024-11-18 04:48:35,0.046
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7774,1,45000000000000000,0x0000000000000000000000000000000000000000,1731905291,1731905291,2024-11-18 04:48:11,0.045
0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2468,1,44000000000000000,0x0000000000000000000000000000000000000000,1731905267,1731905267,2024-11-18 04:47:47,0.044
